Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose;
16/10/1998;41,59;1,00138097;75.964.307.747,84;498;41,58;41,59;41,6;0,118;26.861,583;
15/10/1998;41,5;1,00137845;65.844.633.907,2;498;41,5;41,49;41,5;0,109;41.816,87;
14/10/1998;41,4;1,00137564;59.855.245.934,72;466;41,4;41,4;41,4;0,111;36.713,999;
13/10/1998;41,3;1,00137283;63.654.542.523,52;389;41,29;41,29;41,29;0,096;45.875,624;
09/10/1998;41,19;1,00136973;67.097.007.840,64;475;41,18;41,19;41,2;0,106;26.942,278;
08/10/1998;41,1;1,00136720;52.299.052.007,04;512;41,09;41,1;41,1;0,105;39.699,525;
07/10/1998;40,99;1,00136410;52.106.682.052,48;462;40,99;40,99;41;0,112;23.863,637;
06/10/1998;40,9;1,00136156;52.428.735.724,16;464;40,89;40,9;40,9;0,086;37.852,137;
05/10/1998;40,8;1,00135874;51.938.783.194,88;484;40,79;40,79;40,8;0,122;22.940,684;
02/10/1998;40,7;1,00135592;53.753.322.247,68;489;40,69;40,7;40,7;0,116;28.356,364;
01/10/1998;40,6;1,00135309;47.767.244.279,04;503;40,59;40,59;40,6;0,119;30.000,531;
30/09/1998;40,5;1,00135027;60.419.273.328;552;40,49;40,49;40,5;0,193;12.735,688;
29/09/1998;40,39;1,00134715;48.301.766.726,4;452;40,38;40,39;40,4;0,2;12.614,859;
28/09/1998;40,26;1,00134347;48.541.834.551,68;510;40,23;40,29;40,3;0,277;3.277,855;
25/09/1998;40,13;1,00133979;47.859.420.365,44;555;40,1;40,14;40,2;0,244;5.568,137;
24/09/1998;39,96;1,00133496;41.798.370.836,72;613;39,95;39,9;39,9;0,29;4.280,56;
23/09/1998;40,08;1,00133837;44.277.431.991,68;693;40,04;40,07;40,1;0,372;1.532,189;
22/09/1998;39,89;1,00133298;43.966.714.732,16;615;39,89;39,9;39,9;0,29;4.056,265;
21/09/1998;39,79;1,00133013;44.538.790.155,52;601;39,8;39,75;39,9;0,453;747,772;
18/09/1998;39,73;1,00132843;47.543.912.253,44;596;39,7;39,75;39,75;0,3;3.071,169;
17/09/1998;39,75;1,00132900;45.233.326.358,4;583;39,74;39,75;39,75;0,266;5.272,597;
16/09/1998;39,75;1,00132900;46.950.372.176;571;39,74;39,75;39,75;0,312;2.677,892;
15/09/1998;39,75;1,00132900;48.500.387.936,64;606;39,75;39,75;39,75;0,327;2.179,445;
14/09/1998;39,76;1,00132928;50.356.997.788,8;625;39,76;39,75;39,75;0,323;2.208,452;
11/09/1998;39,78;1,00132985;47.295.238.554,88;595;39,76;39,75;39,75;0,368;1.786,968;
10/09/1998;29,73;1,00103341;42.283.375.678,16;567;29,72;29,74;29,75;0,259;542,024;
09/09/1998;30,05;1,00104320;45.236.111.701,76;742;30,22;29,94;29,95;0,805;23,834;
08/09/1998;29,87;1,00103770;41.398.992.187,6;550;29,84;29,72;29,73;0,782;117,14;
04/09/1998;19,2;1,00069720;45.817.341.177,6;575;19,2;19,18;19,18;0,115;745,357;
03/09/1998;19,14;1,00069520;48.934.534.230,4;629;19,13;19,11;19,18;0,118;583,474;
02/09/1998;19,11;1,00069420;47.731.553.616;618;19,11;19,08;19,08;0,113;692,49;
01/09/1998;19,08;1,00069320;49.104.993.313,92;654;19,09;19,03;19,08;0,18;151,512;
31/08/1998;19;1,00069053;63.160.603.206,4;614;19,07;18,99;19;0,577;86,449;
28/08/1998;19,01;1,00069086;54.094.011.416,32;522;19,01;19,01;19,01;0,087;1.622,658;
27/08/1998;19,02;1,00069120;55.240.638.942,08;605;19,02;19,03;19,03;0,072;7.524,609;
26/08/1998;19,05;1,00069220;55.774.835.252,48;549;19,05;19,05;19,05;0,068;8.516,835;
25/08/1998;19,07;1,00069286;55.394.258.928,64;490;19,07;19,07;19,07;0,112;8.242,062;
24/08/1998;19,09;1,00069353;52.088.840.746,24;519;19,08;19,08;19,09;0,108;6.860,495;
21/08/1998;19,1;1,00069386;56.986.057.877,76;472;19,1;19,11;19,11;0,068;8.252,66;
20/08/1998;19,14;1,00069520;57.831.198.431,36;506;19,13;19,13;19,13;0,069;7.451,591;
19/08/1998;19,15;1,00069553;62.540.206.938,88;438;19,15;19,14;19,15;0,065;8.998,814;
18/08/1998;19,17;1,00069620;64.030.215.948,16;422;19,16;19,16;19,17;0,063;8.713,27;
17/08/1998;19,18;1,00069653;63.612.286.387,2;479;19,18;19,18;19,19;0,068;7.324,146;
14/08/1998;19,2;1,00069720;62.182.650.291,84;466;19,19;19,2;19,21;0,074;6.180,432;
13/08/1998;19,24;1,00069853;63.497.806.881,28;465;19,23;19,24;19,25;0,072;6.704,337;
12/08/1998;19,25;1,00069886;74.730.507.546,24;454;19,25;19,24;19,25;0,064;9.936,209;
11/08/1998;19,29;1,00070019;66.929.451.597,44;557;19,29;19,28;19,3;0,073;6.024,684;
10/08/1998;19,35;1,00070219;61.229.927.322,88;479;19,35;19,34;19,35;0,081;8.311,912;
07/08/1998;19,39;1,00070352;65.802.149.994,88;456;19,39;19,38;19,4;0,062;9.808,973;
06/08/1998;19,45;1,00070552;68.436.782.288;441;19,44;19,43;19,45;0,06;10.793,597;
05/08/1998;19,49;1,00070685;73.194.363.930,24;430;19,49;19,48;19,5;0,058;12.349,546;
04/08/1998;19,55;1,00070884;78.722.082.494,72;461;19,55;19,53;19,55;0,061;13.014,293;
03/08/1998;19,59;1,00071017;78.165.255.626,24;508;19,59;19,58;19,6;0,066;11.029,177;
31/07/1998;19,63;1,00071150;92.950.118.199,04;487;19,63;19,62;19,65;0,082;4.035,535;
30/07/1998;19,67;1,00071282;86.590.636.657,92;579;19,66;19,68;19,7;0,112;1.262,458;
29/07/1998;19,98;1,00072310;77.982.129.587,2;436;19,97;19,98;20;0,094;3.151,811;
28/07/1998;19,99;1,00072343;81.506.822.120,32;435;19,99;19,98;19,99;0,085;4.574,113;
27/07/1998;20,09;1,00072674;78.624.921.274,88;474;20,09;20,08;20,09;0,085;4.799,907;
24/07/1998;20,19;1,00073004;79.829.433.838,08;492;20,19;20,18;20,19;0,085;4.697,016;
23/07/1998;20,25;1,00073202;81.470.848.586,88;459;20,24;20,23;20,29;0,099;2.383,254;
22/07/1998;20,39;1,00073665;81.636.541.541,12;514;20,39;20,39;20,39;0,116;1.304,118;
21/07/1998;20,49;1,00073994;82.874.150.926,08;411;20,49;20,49;20,5;0,083;4.950,959;
20/07/1998;20,49;1,00073994;80.166.439.249,92;453;20,49;20,49;20,49;0,086;4.622,083;
17/07/1998;20,49;1,00073994;86.643.542.732,8;441;20,49;20,49;20,49;0,104;1.981,619;
16/07/1998;20,49;1,00073994;68.172.929.406,08;451;20,49;20,49;20,49;0,115;1.604,271;
15/07/1998;20,49;1,00073994;72.353.486.650,88;439;20,49;20,49;20,49;0,112;1.550,721;
14/07/1998;20,49;1,00073994;71.797.933.096,32;458;20,49;20,49;20,49;0,11;1.634,488;
13/07/1998;20,49;1,00073994;70.383.774.458,24;445;20,49;20,49;20,49;0,112;1.523,009;
10/07/1998;20,49;1,00073994;71.003.075.683,2;427;20,49;20,49;20,49;0,109;1.397,058;
09/07/1998;20,49;1,00073994;60.836.603.802,24;349;20,49;20,49;20,49;0,081;95,956;
08/07/1998;20,49;1,00073994;63.685.347.698,56;346;20,49;20,49;20,49;0,088;2.870,603;
07/07/1998;20,49;1,00073994;68.855.291.660,16;413;20,49;20,49;20,49;0,11;1.330,067;
06/07/1998;20,46;1,00073895;71.900.240.707,84;426;20,47;20,46;20,5;0,132;659,625;
03/07/1998;20,5;1,00074027;66.373.545.153,28;437;20,5;20,49;20,49;0,116;1.167,141;
02/07/1998;20,55;1,00074192;66.804.184.593,28;567;20,56;20,54;20,54;0,112;1.496,266;
01/07/1998;20,59;1,00074324;68.406.187.573,12;509;20,6;20,59;20,59;0,108;1.822,76;
30/06/1998;20,65;1,00074521;96.365.895.639,04;586;20,65;20,64;20,64;0,098;1.582,812;
29/06/1998;20,7;1,00074686;75.201.840.513,28;519;20,7;20,69;20,69;0,116;971,492;
26/06/1998;20,76;1,00074883;69.572.461.886,72;432;20,76;20,74;20,74;0,106;1.630,267;
25/06/1998;20,76;1,00074883;59.349.094.494,08;543;20,74;20,79;20,8;0,16;459,809;
24/06/1998;21,05;1,00075836;70.724.520.718,08;469;21,06;21,04;21,1;0,197;8.176,94;
23/06/1998;21,09;1,00075967;68.945.316.357,12;423;21,09;21,1;21,1;0,102;1.928,17;
22/06/1998;21,09;1,00075967;68.265.645.486,08;462;21,09;21,1;21,1;0,105;1.678,165;
19/06/1998;21,09;1,00075967;64.602.947.597,44;453;21,09;21,1;21,1;0,106;1.727,802;
18/06/1998;21,1;1,00076000;63.325.213.295,36;488;21,1;21,1;21,1;0,11;1.578,652;
17/06/1998;21,09;1,00075967;60.145.375.968,64;515;21,09;21,1;21,1;0,113;1.445,917;
16/06/1998;21,09;1,00075967;65.680.432.084,48;441;21,09;21,1;21,1;0,108;1.210,276;
15/06/1998;21,09;1,00075967;67.088.870.474,24;486;21,09;21,1;21,1;0,108;1.729,059;
12/06/1998;21,09;1,00075967;66.495.796.920,32;458;21,09;21,1;21,1;0,11;1.738,726;
10/06/1998;21,09;1,00075967;72.480.109.973,76;486;21,09;21,1;21,1;0,102;2.317,331;
09/06/1998;21,09;1,00075967;77.194.230.154,88;529;21,08;21,09;21,1;0,1;2.344,775;
08/06/1998;21,08;1,00075934;76.083.627.061,12;494;21,08;21,08;21,1;0,102;2.234,579;
05/06/1998;21,07;1,00075901;77.429.770.869,12;529;21,07;21,05;21,1;0,106;1.926,932;
04/06/1998;21,07;1,00075901;82.849.483.946,88;594;21,06;21,06;21,1;0,109;1.731,475;
03/06/1998;21,06;1,00075868;76.782.452.168,96;549;21,05;21,07;21,1;0,111;1.578,011;
02/06/1998;21,06;1,00075868;73.698.466.337,28;576;21,06;21,1;21,1;0,126;980,028;
01/06/1998;21,2;1,00076327;76.205.007.918,08;623;21,2;21,2;21,2;0,135;825,921;
29/05/1998;21,5;1,00077309;88.361.035.278,08;748;21,5;21,48;21,51;0,139;644,263;
28/05/1998;21,57;1,00077538;73.326.465.441,92;663;21,57;21,55;21,56;0,135;8.851,732;
27/05/1998;21,57;1,00077538;70.907.689.388,8;576;21,57;21,55;21,57;0,103;3.628,611;
26/05/1998;21,58;1,00077571;66.606.846.560;596;21,58;21,55;21,58;0,103;3.680,621;
25/05/1998;21,58;1,00077571;66.272.304.677,12;567;21,58;21,55;21,61;0,106;3.319,31;
22/05/1998;21,59;1,00077603;67.126.698.762,24;652;21,59;21,58;21,61;0,111;2.586,257;
21/05/1998;21,69;1,00077930;69.540.703.836,8;702;21,72;21,59;21,61;0,377;28,818;
20/05/1998;22,29;1,00079883;68.988.979.221,76;792;22,35;22,22;22,12;0,537;266,464;
19/05/1998;23,1;1,00082505;76.361.376.565,76;887;23,09;23,04;23,05;0,147;805,817;
18/05/1998;23,12;1,00082570;72.377.360.704;780;23,11;23,09;23,15;0,101;4.026,48;
15/05/1998;23,16;1,00082699;80.011.455.973,12;899;23,15;23,15;23,15;0,107;2.704,377;
14/05/1998;23,23;1,00082924;87.969.445.196,8;1070;23,24;23,22;23,2;0,111;2.238,555;
13/05/1998;23,23;1,00082924;81.119.892.792,32;1039;23,24;23,2;23,15;0,107;2.771,924;
12/05/1998;23,44;1,00083600;81.039.499.276,8;839;23,42;23,35;23,46;0,128;1.421,187;
11/05/1998;23,23;1,00082924;81.488.626.942,08;944;23,23;23,22;23,25;0,112;3.132,703;
08/05/1998;23,19;1,00082795;77.751.961.089,28;1031;23,21;23,2;23,15;0,141;1.260,629;
07/05/1998;23,19;1,00082795;79.266.216.268,16;967;23,19;23,15;23,15;0,101;2.907,22;
06/05/1998;23,33;1,00083246;76.826.759.498,24;994;23,32;23,29;23,36;0,131;1.000,762;
05/05/1998;23,37;1,00083375;90.596.621.392;970;23,36;23,3;23,36;0,241;256,354;
04/05/1998;23,02;1,00082247;75.146.910.097,92;947;23,01;22,99;23,05;0,159;368,019;
30/04/1998;22,85;1,00081698;87.358.923.057,28;891;22,82;22,84;22,84;0,287;68,753;
29/04/1998;23,08;1,00082440;72.086.185.061,76;886;23,07;23,04;23,05;0,122;1.352,929;
28/04/1998;23,17;1,00082731;69.992.088.661,76;776;23,17;23,15;23,15;0,124;2.149,005;
27/04/1998;23,13;1,00082602;66.886.304.243,84;775;23,13;23,15;23,15;0,119;1.544,241;
24/04/1998;23,16;1,00082699;74.271.677.235,84;843;23,16;23,15;23,15;0,092;2.951,128;
23/04/1998;23,16;1,00082699;72.937.198.679,04;807;23,15;23,15;23,15;0,092;4.394,515;
22/04/1998;23,16;1,00082699;68.715.445.209,6;838;23,16;23,15;23,15;0,109;2.340,013;
20/04/1998;23,2;1,00082827;76.170.822.304;869;23,21;23,16;23,15;0,102;2.181,47;
17/04/1998;23,35;1,00083311;82.844.216.839,04;855;23,35;23,35;23,36;0,138;898,553;
16/04/1998;23,57;1,00084018;90.722.647.648;1040;23,56;23,56;23,56;0,216;21,317;
15/04/1998;25,9;1,00091438;85.991.708.346,88;842;25,89;25,8;25,97;0,539;37,031;
14/04/1998;27,67;1,00096983;71.497.627.059,2;777;27,67;27,63;27,68;0,177;629,77;
13/04/1998;27,83;1,00097480;71.608.096.341,76;938;27,85;27,83;27,78;0,164;243,588;
08/04/1998;27,96;1,00097884;75.586.251.992,96;798;27,94;27,94;28;0,106;1.338,5;
07/04/1998;27,92;1,00097760;66.105.725.436,8;679;27,93;27,88;27,89;0,14;497,5;
06/04/1998;27,6;1,00096765;66.115.468.145,92;755;27,59;27,51;27,57;0,288;27,561;
03/04/1998;27,26;1,00095705;67.101.071.228,16;698;27,28;27,24;27,25;0,17;153,459;
02/04/1998;27,24;1,00095643;63.516.588.500,48;591;27,23;27,24;27,25;0,085;2.683,957;
01/04/1998;27,25;1,00095674;67.775.851.688,32;798;27,25;27,24;27,25;0,087;2.279,943;
31/03/1998;27,27;1,00095737;86.018.624.231,04;794;27,27;27,24;27,28;0,079;2.424,133;
30/03/1998;27,31;1,00095861;61.780.849.598,72;603;27,32;27,3;27,3;0,108;876,546;
27/03/1998;27,33;1,00095924;62.905.678.908,16;655;27,33;27,35;27,35;0,09;2.799,42;
26/03/1998;27,34;1,00095955;62.714.081.671,04;615;27,3;27,33;27,35;0,435;186,48;
25/03/1998;27,34;1,00095955;66.135.124.304,64;629;27,35;27,35;27,35;0,276;1.543,431;
24/03/1998;27,33;1,00095924;65.814.792.037,12;570;27,33;27,35;27,35;0,088;3.108,648;
23/03/1998;27,35;1,00095986;68.363.730.600,96;686;27,35;27,35;27,35;0,114;1.028,284;
20/03/1998;27,45;1,00096298;73.743.480.762,24;765;27,45;27,42;27,46;0,109;1.006,014;
19/03/1998;27,32;1,00095893;67.818.658.664,32;739;27,31;27,35;27,35;0,106;1.496,532;
18/03/1998;27,51;1,00096485;75.110.043.031,04;866;27,52;27,48;27,46;0,112;924,25;
17/03/1998;27,5;1,00096454;70.052.602.739,84;782;27,51;27,47;27,46;0,113;850,784;
16/03/1998;27,63;1,00096858;68.750.567.011,2;819;27,64;27,56;27,57;0,128;511,535;
13/03/1998;27,89;1,00097667;70.208.479.400,96;731;27,89;27,88;27,89;0,096;1.595,607;
12/03/1998;27,42;1,00096204;69.845.181.699,2;753;27,44;27,35;27,35;0,126;528,821;
11/03/1998;27,75;1,00097232;75.902.568.824,96;817;27,73;27,72;27,78;0,157;87,948;
10/03/1998;27,9;1,00097698;69.309.904.478,72;656;27,9;27,88;27,89;0,084;1.873,72;
09/03/1998;27,96;1,00097884;69.865.270.830,72;663;27,95;27,92;28;0,104;371,476;
06/03/1998;28,04;1,00098132;68.817.487.255,04;860;28,05;27,99;28;0,111;1.377,932;
05/03/1998;27,9;1,00097698;68.316.234.937,6;733;27,89;27,88;27,89;0,165;1.239,289;
04/03/1998;32,55;1,00111884;76.689.307.786,88;732;32,5;32,47;32,53;0,474;42,661;
03/03/1998;33,58;1,00114959;74.198.104.264,96;701;33,54;33,59;33,59;0,355;75,008;
02/03/1998;33,68;1,00115256;70.059.465.475,84;758;33,7;33,68;33,71;0,196;434,419;
27/02/1998;33,69;1,00115286;83.017.875.928,96;593;33,68;33,69;33,71;0,094;5.761,013;
26/02/1998;33,67;1,00115227;75.376.191.054,72;635;33,65;33,59;33,71;0,132;1.399,755;
25/02/1998;33,97;1,00116117;0;0;0;0;0;0;0;
20/02/1998;33,97;1,00116117;66.220.998.762,88;634;33,99;33,93;33,93;0,127;1.556,564;
19/02/1998;34,07;1,00116414;77.326.302.453,12;795;34,05;33,95;34,16;0,197;274,067;
18/02/1998;34,37;1,00117302;74.222.674.753,92;740;34,37;34,38;34,38;0,088;7.089,169;
17/02/1998;34,39;1,00117361;73.731.631.244,8;656;34,39;34,38;34,38;0,103;6.422,065;
16/02/1998;34,41;1,00117420;0;0;0;0;0;0;0;
13/02/1998;34,67;1,00118188;71.643.853.109,12;622;34,65;34,6;34,72;0,132;2.783,098;
12/02/1998;34,41;1,00117420;74.771.803.742,08;799;34,42;34,38;34,38;0,097;7.435,828;
11/02/1998;34,45;1,00117538;75.182.063.365,12;749;34,44;34,43;34,38;0,219;392,006;
10/02/1998;34,48;1,00117627;71.781.220.504,96;661;34,48;34,49;34,49;0,12;4.223,754;
09/02/1998;34,48;1,00117627;71.105.770.520,32;639;34,49;34,47;34,49;0,222;456,01;
06/02/1998;34,65;1,00118129;70.602.525.160,32;693;34,64;34,6;34,61;0,144;2.930,815;
05/02/1998;34,46;1,00117568;73.269.531.112,96;740;34,47;34,43;34,38;0,108;8.538,971;
04/02/1998;34,68;1,00118217;75.115.397.500,8;714;34,67;34,6;34,72;0,145;2.535,051;
03/02/1998;34,46;1,00117568;77.267.955.697,28;641;34,46;34,42;34,49;0,158;2.606,669;
02/02/1998;34,45;1,00117538;78.651.347.104;914;34,47;34,38;34,38;0,174;1.678,698;
30/01/1998;34,79;1,00118542;91.612.165.386,24;840;34,82;34,71;34,72;0,251;377,788;
29/01/1998;34,24;1,00116917;79.262.944.712,32;814;34,27;34,21;34,16;0,21;286,578;
28/01/1998;36,32;1,00123026;74.981.077.651,84;714;36,32;36,28;36,31;0,151;1.955,077;
27/01/1998;36,52;1,00123608;76.154.331.358,72;729;36,54;36,42;36,43;0,203;655,224;
26/01/1998;36,82;1,00124481;80.010.734.421,12;797;36,85;36,71;36,43;0,376;77,408;
23/01/1998;37,41;1,00126190;79.103.594.467,84;609;37,37;37,34;37,46;0,28;366,747;
22/01/1998;37,41;1,00126190;79.564.828.469,12;626;37,41;37,34;37,46;0,186;882,415;
21/01/1998;37,44;1,00126277;79.106.528.851,2;698;37,42;37,4;37,46;0,231;393,873;
20/01/1998;37,57;1,00126653;79.129.592.999,04;582;37,56;37,57;37,57;0,143;2.321,555;
19/01/1998;37,72;1,00127086;80.077.907.388,16;619;37,68;37,69;37,81;0,246;708,002;
16/01/1998;37,83;1,00127403;78.345.662.110,08;565;37,83;37,8;37,81;0,151;5.129,021;
15/01/1998;37,85;1,00127461;82.238.024.702,72;668;37,85;37,8;37,81;0,161;3.826,522;
14/01/1998;37,84;1,00127432;83.456.012.931,2;654;37,84;37,8;37,81;0,175;2.629,512;
13/01/1998;38,01;1,00127921;75.095.740.808,32;530;38;37,97;38,04;0,094;8.278,559;
12/01/1998;37,98;1,00127835;75.740.332.572,8;575;37,97;37,92;38,04;0,107;5.769,998;
09/01/1998;38,02;1,00127950;73.203.984.199,04;491;38,02;37,97;38,04;0,154;2.538,493;
08/01/1998;38,04;1,00128008;76.264.667.448,96;614;38,05;38,03;38,04;0,167;1.990,284;
07/01/1998;38,07;1,00128094;77.748.813.180,16;608;38,07;38,03;38,04;0,161;1.521,12;
06/01/1998;37,94;1,00127720;73.207.533.141,76;605;37,89;37,97;38,04;0,334;2.673,429;
05/01/1998;37,49;1,00126422;75.117.442.736;679;37,35;38,03;38,04;1,235;8,266;
02/01/1998;35,76;1,00121390;102.109.289.628,8;779;34,97;38,15;38,27;6,602;3,584;
31/12/1997;40,845;1,00136000;0;0;0;0;0;0;0;
30/12/1997;40,845;1,00136000;446.843.681.607,68;580;4,08;4,07;4,08;0,019;3.272,554;
29/12/1997;40,845;1,00136000;347.669.790.471,04;709;4,08;4,06;4,08;0,043;93,109;
26/12/1997;40,963;1,00136333;386.200.605.337,6;664;4,1;4,06;4,05;0,046;12,925;
24/12/1997;41,912;1,00139000;0;0;0;0;0;0;0;
23/12/1997;41,912;1,00139000;326.949.615.891,2;564;4,16;4,13;4,17;0,08;41,184;
22/12/1997;41,555;1,00138000;335.923.664.058,88;718;4,15;4,12;4,13;0,038;236,573;
19/12/1997;41,318;1,00137333;349.986.636.385,92;725;4,13;4,09;4,1;0,047;85,241;
18/12/1997;41,081;1,00136667;337.111.919.928,32;616;4,1;4,06;4,1;0,051;62,757;
17/12/1997;39,317;1,00131667;328.826.107.777,28;710;3,96;3,93;3,92;0,057;34,963;
16/12/1997;39,083;1,00131000;332.624.206.664,32;726;3,93;3,9;3,9;0,054;49,771;
15/12/1997;38,734;1,00130000;327.456.500.568,32;754;3,9;3,88;3,87;0,035;153,881;
12/12/1997;38,734;1,00130000;308.659.609.518,72;727;3,9;3,88;3,89;0,023;855,323;
11/12/1997;38,85;1,00130333;321.623.773.804,16;786;3,91;3,89;3,9;0,025;168,486;
10/12/1997;38,85;1,00130333;316.588.505.969,28;758;3,91;3,89;3,9;0,029;107,419;
09/12/1997;38,618;1,00129667;299.851.117.578,24;690;3,9;3,88;3,88;0,026;197,376;
08/12/1997;38,85;1,00130333;314.085.462.913,28;747;3,91;3,89;3,9;0,029;98,232;
05/12/1997;39,317;1,00131667;317.136.315.724,8;743;3,95;3,93;3,93;0,036;70,511;
04/12/1997;39,2;1,00131333;318.825.156.803,84;723;3,94;3,92;3,91;0,033;59,318;
03/12/1997;38,967;1,00130667;323.215.230.437,76;728;3,92;3,9;3,9;0,033;80,468;
02/12/1997;38,618;1,00129667;310.352.390.844,16;665;3,89;3,87;3,85;0,029;118,904;
01/12/1997;38,734;1,00130000;323.146.596.933,12;620;3,87;3,87;3,85;0,218;58,344;
28/11/1997;44,919;1,00147333;405.941.911.613,44;623;4,41;4,39;4,41;0,048;20,533;
27/11/1997;46,017;1,00150333;355.910.797.685,76;593;4,51;4,48;4,5;0,027;123,246;
26/11/1997;46,14;1,00150667;351.047.875.448,32;700;4,52;4,5;4,5;0,028;101,882;
25/11/1997;46,14;1,00150667;356.411.423.191,04;703;4,53;4,5;4,5;0,026;120,257;
24/11/1997;46,14;1,00150667;340.167.365.587,2;682;4,52;4,5;4,51;0,025;92,767;
21/11/1997;46,14;1,00150667;360.136.467.671,04;702;4,52;4,49;4,49;0,034;43,01;
20/11/1997;46,017;1,00150333;345.127.172.931,2;718;4,51;4,49;4,5;0,023;103,834;
19/11/1997;46,14;1,00150667;349.448.493.052,8;701;4,52;4,5;4,51;0,025;81,771;
18/11/1997;46,263;1,00151000;351.171.721.240,96;733;4,53;4,51;4,52;0,026;38,369;
17/11/1997;46,263;1,00151000;347.876.263.075,2;730;4,54;4,5;4,51;0,05;4.266,461;
14/11/1997;46,385;1,00151333;349.124.193.448,32;706;4,54;4,51;4,52;0,03;38,866;
13/11/1997;46,263;1,00151000;345.724.261.875,84;689;4,53;4,5;4,5;0,029;44,291;
12/11/1997;46,263;1,00151000;335.234.956.401,92;684;4,53;4,5;4,51;0,029;62,749;
11/11/1997;46,263;1,00151000;340.613.895.720,32;652;4,53;4,5;4,5;0,029;64,165;
10/11/1997;46,14;1,00150667;340.258.457.413,76;699;4,52;4,49;4,5;0,036;93,528;
07/11/1997;46,017;1,00150333;350.548.332.145,92;551;4,51;4,48;4,49;0,067;3.556,301;
06/11/1997;45,65;1,00149333;344.764.495.025,28;628;4,48;4,46;4,48;0,077;2.491,244;
05/11/1997;45,041;1,00147667;340.943.092.776,32;671;4,43;4,4;4,4;0,083;2.312,626;
04/11/1997;44,919;1,00147333;343.576.734.510,08;687;4,43;4,4;4,41;0,043;16,226;
03/11/1997;44,919;1,00147333;357.609.004.200,96;644;4,37;4,39;4,4;0,331;46,943;
31/10/1997;41,2;1,00137000;329.157.177.084,8;688;4,13;4,04;4;0,121;38,899;
30/10/1997;20,694;1,00074667;166.116.941.898,24;652;2,25;2,18;2,2;0,201;16,414;
29/10/1997;19,184;1,00069667;172.478.071.655,04;770;2,1;2,08;2,08;0,031;40,678;
28/10/1997;19,184;1,00069667;179.009.368.033,92;884;2,09;2,07;2,08;0,026;13,665;
27/10/1997;18,884;1,00068667;192.877.043.521,92;924;2,06;2,04;2,05;0,022;13,379;
24/10/1997;18,884;1,00068667;207.419.559.477,76;965;2,06;2,04;2,05;0,02;27,782;
23/10/1997;18,884;1,00068667;189.656.970.510,08;883;2,07;2,05;2,05;0,022;22,321;
22/10/1997;18,984;1,00069000;193.689.787.365,12;956;2,07;2,05;2,06;0,028;2.411,184;
21/10/1997;18,984;1,00069000;200.131.778.872,32;996;2,07;2,06;2,06;0,021;26,337;
20/10/1997;18,984;1,00069000;189.622.426.840,32;901;2,07;2,06;2,06;0,033;2.283,607;
17/10/1997;18,984;1,00069000;206.118.449.914,24;953;2,07;2,06;2,06;0,02;22,627;
16/10/1997;19,084;1,00069333;216.179.635.886,72;976;2,08;2,07;2,07;0,036;2.124,378;
15/10/1997;19,084;1,00069333;237.168.492.321,28;1059;2,08;2,07;2,07;0,02;19,774;
14/10/1997;19,084;1,00069333;221.147.954.526,08;965;2,08;2,06;2,06;0,023;12,915;
13/10/1997;18,884;1,00068667;202.810.758.549,76;948;2,06;2,05;2,05;0,02;17,855;
10/10/1997;18,884;1,00068667;205.139.546.689,28;926;2,06;2,05;2,05;0,02;16,952;
09/10/1997;18,884;1,00068667;208.196.022.483,84;899;2,06;2,04;2,05;0,02;119,717;
08/10/1997;18,884;1,00068667;216.893.384.067,2;985;2,07;2,05;2,05;0,023;13,957;
07/10/1997;18,984;1,00069000;226.209.960.250,88;1034;2,07;2,05;2,05;0,022;15,709;
06/10/1997;18,884;1,00068667;0;0;0;0;0;0;0;
03/10/1997;18,884;1,00068667;206.973.145.329,92;991;2,06;2,04;2,05;0,024;20,55;
02/10/1997;18,884;1,00068667;216.907.972.467,2;928;2,06;2,04;2,05;0,021;168,894;
01/10/1997;18,984;1,00069000;242.739.976.679,04;1154;2,07;2,05;2,06;0,019;35,081;
30/09/1997;19,184;1,00069667;281.473.471.678,08;1193;2,09;2,07;2,07;0,03;1.613,263;
29/09/1997;19,184;1,00069667;254.233.608.807,04;1097;2,09;2,07;2,08;0,026;14,413;
26/09/1997;19,485;1,00070667;228.902.784.881,92;1066;2,12;2,1;2,1;0,024;16,486;
25/09/1997;19,685;1,00071333;208.414.281.843,2;1012;2,14;2,12;2,13;0,024;25,158;
24/09/1997;19,786;1,00071667;227.104.763.443,84;1031;2,15;2,13;2,14;0,026;2.117,702;
23/09/1997;19,886;1,00072000;218.938.463.493,76;976;2,16;2,14;2,14;0,027;2.019,355;
22/09/1997;19,786;1,00071667;208.634.149.043,84;979;2,15;2,14;2,14;0,029;2.334,084;
19/09/1997;19,886;1,00072000;209.655.033.662,08;959;2,16;2,14;2,15;0,021;31,466;
18/09/1997;19,886;1,00072000;220.898.172.385,28;1019;2,16;2,15;2,15;0,023;62,033;
17/09/1997;19,886;1,00072000;211.511.121.317,12;974;2,16;2,15;2,15;0,021;32,326;
16/09/1997;19,886;1,00072000;213.093.060.702,72;974;2,16;2,15;2,15;0,02;29,597;
15/09/1997;19,987;1,00072333;231.192.272.286,08;934;2,17;2,16;2,17;0,021;26,971;
